個人ID,年収（万円）,LN年収,女性ダミー,"中学3年生の時
の学年成績",教育年数,"大卒以上ダミー
（基準は高卒以下）","短期高等教育卒ダミー
（基準は高卒以下）",勤続年数,勤続年数の2乗,大企業ダミー,"正規雇用ダミー
（基準は非正規雇用）","ホワイトカラー・ダミー
（専門職、技術職、事務職。
基準はブルーカラー）","管理職ダミー
（基準は非管理職）","転職ダミー
（基準は転職経験なし）"
3222,250,5.52,1,5,16,1,0,3.5,12.25,0,0,1,0,0
3223,300,5.70,1,4,16,1,0,3.5,12.25,0,1,1,0,0
3224,300,5.70,1,4,16,1,0,3.5,12.25,0,1,1,0,0
3225,300,5.70,1,5,16,1,0,3.5,12.25,0,1,1,0,0
3226,450,6.11,0,4,16,1,0,5,25,0,1,1,0,0
3227,350,5.86,0,4,16,1,0,5,25,0,1,1,0,0
3228,300,5.70,1,4,16,1,0,3.5,12.25,0,1,1,0,0
3229,250,5.52,1,5,16,1,0,3.5,12.25,0,0,0,0,0
3230,250,5.52,0,5,16,1,0,5,25,0,0,0,0,0
3231,450,6.11,0,4,16,1,0,5,25,0,1,1,0,0
3232,350,5.86,0,5,16,1,0,5,25,0,1,1,0,0
3233,300,5.70,0,4,16,1,0,5,25,0,0,1,0,0
3234,250,5.52,0,4,16,1,0,6,36,0,0,1,0,0
3235,50,3.91,1,5,16,1,0,4.2,17.64,0,0,0,0,1
3236,50,3.91,1,5,16,1,0,4.2,17.64,0,0,0,0,0
3237,256.25,5.55,1,5,16,1,0,4.2,17.64,0,1,1,0,0
3238,156.25,5.05,1,4,16,1,0,4.2,17.64,0,0,1,0,1
3239,150,5.01,1,5,16,1,0,4.2,17.64,0,0,1,0,0
3240,150,5.01,1,5,16,1,0,4.2,17.64,0,0,1,0,0
3241,150,5.01,1,4,16,1,0,4.2,17.64,0,0,0,0,0
3242,200,5.30,1,5,16,1,0,4.2,17.64,0,0,0,0,0
3243,250,5.52,1,4,16,1,0,4.2,17.64,0,0,0,0,0
3244,250,5.52,1,4,16,1,0,4.2,17.64,0,0,1,0,0
3245,250,5.52,1,5,16,1,0,4.2,17.64,0,0,1,0,0
3246,350,5.86,0,5,16,1,0,6,36,0,1,1,0,0
3247,250,5.52,0,4,16,1,0,6,36,0,0,1,0,0
3248,300,5.70,0,4,16,1,0,6,36,0,0,1,0,0
3249,250,5.52,1,5,16,1,0,4.2,17.64,0,0,1,0,0
3250,200,5.30,1,5,16,1,0,4.2,17.64,0,0,1,0,1
3251,200,5.30,0,4,16,1,0,6,36,0,0,0,0,0
3252,300,5.70,0,4,16,1,0,6,36,0,0,1,0,0
3253,300,5.70,1,4,16,1,0,4.2,17.64,0,1,1,0,0
3254,300,5.70,0,5,16,1,0,6,36,0,0,0,0,1
3255,300,5.70,0,4,16,1,0,6,36,0,0,0,0,0
3256,250,5.52,1,4,16,1,0,4.2,17.64,0,0,1,0,1
3257,250,5.52,0,4,16,1,0,6,36,0,0,0,0,0
3258,300,5.70,0,4,16,1,0,6,36,0,0,1,0,0
3259,300,5.70,0,5,16,1,0,6,36,0,0,1,0,0
3260,400,5.99,0,5,16,1,0,6,36,0,1,1,0,0
3261,250,5.52,0,4,16,1,0,6,36,0,0,0,0,0
3262,350,5.86,0,5,16,1,0,6,36,0,1,1,0,0
3263,250,5.52,0,4,16,1,0,6,36,0,0,0,0,0
3264,156.25,5.05,1,4,16,1,0,4.2,17.64,0,0,0,0,0
3265,400,5.99,1,4,16,1,0,4.2,17.64,0,1,1,0,0
3266,400,5.99,0,4,16,1,0,6,36,0,1,1,0,0
3267,300,5.70,0,5,16,1,0,6,36,0,0,1,0,0
3268,350,5.86,1,4,16,1,0,4.2,17.64,0,1,0,0,0
3269,300,5.70,0,4,16,1,0,6,36,0,0,1,0,0
3270,300,5.70,1,4,16,1,0,4.2,17.64,0,1,1,0,0
3271,950,6.86,0,5,16,1,0,6,36,1,1,1,1,0
3272,250,5.52,0,5,16,1,0,6,36,0,0,1,0,0
3273,400,5.99,1,5,16,1,0,4.2,17.64,0,1,1,0,0
3274,400,5.99,0,5,16,1,0,6,36,0,1,1,0,0
3275,400,5.99,0,4,16,1,0,6,36,0,1,1,0,0
3276,250,5.52,1,5,16,1,0,4.2,17.64,0,0,1,0,0
3277,350,5.86,0,5,16,1,0,6,36,0,1,1,0,0
3278,400,5.99,0,5,16,1,0,6,36,0,1,1,0,0
3279,400,5.99,0,4,16,1,0,6,36,0,1,1,0,1
3280,400,5.99,0,4,16,1,0,6,36,0,1,1,0,0
3281,450,6.11,0,4,16,1,0,6,36,0,1,0,0,0
3282,450,6.11,0,4,16,1,0,6,36,0,1,0,0,0
3283,450,6.11,0,4,16,1,0,6,36,0,1,1,0,0
3284,350,5.86,1,4,16,1,0,4.2,17.64,0,1,1,0,0
3285,300,5.70,1,5,16,1,0,4.2,17.64,0,1,1,0,0
3286,400,5.99,0,5,16,1,0,6,36,0,1,1,0,0
3287,450,6.11,0,4,16,1,0,6,36,0,1,1,0,0
3288,350,5.86,0,5,16,1,0,6,36,0,1,1,0,0
3289,450,6.11,0,4,16,1,0,6,36,0,1,1,0,0
3290,500,6.21,0,4,16,1,0,6,36,1,1,1,1,0
3291,350,5.86,1,4,16,1,0,4.2,17.64,0,1,1,0,0
3292,350,5.86,0,4,16,1,0,6,36,0,1,1,0,0
3293,450,6.11,0,4,16,1,0,6,36,0,1,1,0,1
3294,400,5.99,0,5,16,1,0,6,36,0,1,1,0,0
3295,600,6.40,0,4,16,1,0,6,36,1,1,1,1,0
3296,1000,6.91,0,5,16,1,0,6,36,1,1,1,1,0
3297,500,6.21,0,5,16,1,0,7,49,1,1,1,1,0
3298,250,5.52,0,4,16,1,0,7,49,0,0,0,0,0
3299,500,6.21,0,4,16,1,0,7,49,1,1,0,1,0
3300,150,5.01,1,4,16,1,0,4.9,24.01,0,0,0,0,0
3301,250,5.52,0,5,16,1,0,7,49,0,0,1,0,0
3302,50,3.91,1,5,16,1,0,4.9,24.01,0,0,0,0,1
3303,200,5.30,0,4,16,1,0,7,49,0,0,1,0,0
3304,200,5.30,0,5,16,1,0,7,49,0,0,1,0,0
3305,156.25,5.05,1,4,16,1,0,4.9,24.01,0,0,1,0,0
3306,50,3.91,1,5,16,1,0,4.9,24.01,0,0,1,0,0
3307,200,5.30,1,4,16,1,0,4.9,24.01,0,0,1,0,0
3308,200,5.30,0,4,16,1,0,7,49,0,0,0,0,0
3309,200,5.30,1,4,16,1,0,4.9,24.01,0,0,0,0,0
3310,250,5.52,1,4,16,1,0,4.9,24.01,0,0,0,0,0
3311,350,5.86,0,5,16,1,0,7,49,0,1,1,0,0
3312,100,4.61,1,4,16,1,0,4.9,24.01,0,0,0,0,0
3313,150,5.01,1,5,16,1,0,4.9,24.01,0,0,0,0,0
3314,100,4.61,1,5,16,1,0,4.9,24.01,0,0,1,0,0
3315,300,5.70,1,4,16,1,0,4.9,24.01,0,1,1,0,0
3316,450,6.11,0,5,16,1,0,7,49,0,1,1,0,0
3317,300,5.70,1,4,16,1,0,4.9,24.01,0,1,1,0,0
3318,150,5.01,1,4,16,1,0,4.9,24.01,0,0,1,0,0
3319,350,5.86,0,4,16,1,0,7,49,0,1,0,0,0
3320,250,5.52,0,4,16,1,0,7,49,0,0,1,0,0
3321,150,5.01,1,5,16,1,0,4.9,24.01,0,0,0,0,0
3322,300,5.70,1,4,16,1,0,4.9,24.01,0,1,1,0,0
3323,156.25,5.05,1,5,16,1,0,4.9,24.01,0,0,0,0,0
3324,300,5.70,0,4,16,1,0,7,49,0,0,1,0,0
3325,250,5.52,0,5,16,1,0,7,49,0,0,1,0,0
3326,350,5.86,1,5,16,1,0,4.9,24.01,0,1,1,0,0
3327,400,5.99,0,5,16,1,0,7,49,0,1,1,0,0
3328,400,5.99,0,4,16,1,0,7,49,0,1,0,0,0
3329,300,5.70,0,4,16,1,0,7,49,0,0,0,0,0
3330,250,5.52,1,4,16,1,0,4.9,24.01,0,0,1,0,0
3331,300,5.70,0,4,16,1,0,7,49,0,0,0,0,0
3332,300,5.70,0,5,16,1,0,7,49,0,0,1,0,0
3333,350,5.86,0,5,16,1,0,7,49,0,1,1,0,0
3334,400,5.99,0,4,16,1,0,7,49,0,1,1,0,0
3335,350,5.86,0,5,16,1,0,7,49,0,1,1,0,0
3336,350,5.86,0,4,16,1,0,7,49,0,1,0,0,0
3337,350,5.86,0,4,16,1,0,7,49,0,1,1,0,0
3338,300,5.70,0,4,16,1,0,7,49,0,0,0,0,1
3339,350,5.86,0,4,16,1,0,7,49,0,1,1,0,0
3340,400,5.99,0,5,16,1,0,7,49,0,1,1,0,0
3341,200,5.30,0,4,16,1,0,7,49,0,0,1,0,0
3342,350,5.86,0,5,16,1,0,7,49,0,1,1,0,0
3343,700,6.55,0,4,16,1,0,7,49,1,1,1,1,0
3344,250,5.52,0,5,16,1,0,7,49,0,0,1,0,0
3345,700,6.55,0,5,16,1,0,7,49,1,1,1,1,0
3346,350,5.86,0,4,16,1,0,7,49,0,1,1,0,0
3347,450,6.11,0,4,16,1,0,7,49,0,1,1,0,0
3348,250,5.52,1,5,16,1,0,4.9,24.01,0,0,1,0,0
3349,200,5.30,0,4,16,1,0,7,49,0,0,0,0,0
3350,400,5.99,0,5,16,1,0,7,49,0,1,1,0,0
3351,206.25,5.33,1,5,16,1,0,4.9,24.01,0,0,0,0,0
3352,400,5.99,0,5,16,1,0,7,49,0,1,1,0,0
3353,450,6.11,0,5,16,1,0,7,49,0,1,1,1,0
3354,400,5.99,1,5,16,1,0,4.9,24.01,0,1,1,0,0
3355,400,5.99,0,4,16,1,0,7,49,0,1,1,0,0
3356,450,6.11,0,4,16,1,0,7,49,0,1,1,0,0
3357,500,6.21,0,4,16,1,0,7,49,1,1,1,0,0
3358,450,6.11,0,5,16,1,0,7,49,0,1,0,0,1
3359,350,5.86,1,5,16,1,0,4.9,24.01,0,1,1,0,0
3360,450,6.11,0,5,16,1,0,7,49,0,1,1,1,0
3361,450,6.11,0,4,16,1,0,7,49,0,1,1,0,0
3362,250,5.52,1,5,16,1,0,4.9,24.01,0,0,1,0,0
3363,400,5.99,0,5,16,1,0,7,49,0,1,0,0,0
3364,500,6.21,0,4,16,1,0,7,49,1,1,1,1,0
3365,500,6.21,0,4,16,1,0,7,49,1,1,1,0,0
3366,400,5.99,0,5,16,1,0,7,49,0,1,1,0,0
3367,450,6.11,0,4,16,1,0,7,49,0,1,1,0,0
3368,600,6.40,0,5,16,1,0,7,49,1,1,1,1,0
3369,750,6.62,0,4,16,1,0,7,49,1,1,1,1,0
3370,550,6.31,0,4,16,1,0,7,49,1,1,1,1,0
3371,650,6.48,0,5,16,1,0,7,49,1,1,1,1,0
3372,150,5.01,0,5,16,1,0,8,64,0,0,1,0,0
3373,150,5.01,1,5,16,1,0,5.6,31.36,0,0,1,0,0
3374,200,5.30,0,4,16,1,0,8,64,0,0,0,0,0
3375,256.25,5.55,1,4,16,1,0,5.6,31.36,0,1,0,0,0
3376,225,5.42,0,5,16,1,0,8,64,0,0,1,0,0
3377,50,3.91,1,4,16,1,0,5.6,31.36,0,0,0,0,1
3378,250,5.52,1,5,16,1,0,5.6,31.36,0,0,1,0,0
3379,100,4.61,1,4,16,1,0,5.6,31.36,0,0,0,0,1
3380,200,5.30,0,4,16,1,0,8,64,0,0,1,0,0
3381,150,5.01,1,4,16,1,0,5.6,31.36,0,0,1,0,1
3382,300,5.70,0,4,16,1,0,8,64,0,0,1,0,1
3383,250,5.52,0,4,16,1,0,8,64,0,0,0,0,0
3384,250,5.52,0,4,16,1,0,8,64,0,0,1,0,0
3385,250,5.52,0,5,16,1,0,8,64,0,0,1,0,0
3386,350,5.86,1,4,16,1,0,5.6,31.36,0,1,0,0,0
3387,100,4.61,1,4,16,1,0,5.6,31.36,0,0,1,0,1
3388,300,5.70,0,4,16,1,0,8,64,0,0,1,0,0
3389,250,5.52,1,5,16,1,0,5.6,31.36,0,0,1,0,0
3390,300,5.70,0,4,16,1,0,8,64,0,0,1,0,0
3391,250,5.52,0,5,16,1,0,8,64,0,0,1,0,0
3392,250,5.52,0,4,16,1,0,8,64,0,0,1,0,0
3393,250,5.52,0,5,16,1,0,8,64,0,0,0,0,0
3394,400,5.99,0,4,16,1,0,8,64,0,1,0,0,0
3395,300,5.70,1,4,16,1,0,5.6,31.36,0,1,1,0,0
3396,300,5.70,0,5,16,1,0,8,64,0,0,1,0,0
3397,300,5.70,0,5,16,1,0,8,64,0,0,1,0,0
3398,250,5.52,0,4,16,1,0,8,64,0,0,1,0,0
3399,400,5.99,0,4,16,1,0,8,64,0,1,1,0,1
3400,300,5.70,1,5,16,1,0,5.6,31.36,0,1,1,0,0
3401,300,5.70,0,5,16,1,0,8,64,0,0,1,0,0
3402,300,5.70,0,5,16,1,0,8,64,0,0,1,0,0
3403,300,5.70,0,5,16,1,0,8,64,0,0,1,0,0
3404,350,5.86,0,5,16,1,0,8,64,0,1,1,0,1
3405,300,5.70,1,4,16,1,0,5.6,31.36,0,1,0,0,0
3406,350,5.86,1,5,16,1,0,5.6,31.36,0,1,0,0,0
3407,300,5.70,0,4,16,1,0,8,64,0,0,1,0,0
3408,300,5.70,1,4,16,1,0,5.6,31.36,0,1,1,0,0
3409,400,5.99,1,4,16,1,0,5.6,31.36,0,1,1,0,0
3410,300,5.70,0,5,16,1,0,8,64,0,0,1,0,0
3411,300,5.70,0,4,16,1,0,8,64,0,0,1,0,0
3412,300,5.70,1,4,16,1,0,5.6,31.36,0,1,1,0,0
3413,500,6.21,0,5,16,1,0,8,64,1,1,1,1,0
3414,300,5.70,1,4,16,1,0,5.6,31.36,0,1,0,0,0
3415,350,5.86,0,4,16,1,0,8,64,0,1,0,0,0
3416,350,5.86,0,4,16,1,0,8,64,0,1,1,0,0
3417,400,5.99,0,5,16,1,0,8,64,0,1,1,0,0
3418,350,5.86,0,4,16,1,0,8,64,0,1,0,0,0
3419,350,5.86,0,5,16,1,0,8,64,0,1,1,0,0
3420,400,5.99,0,4,16,1,0,8,64,0,1,1,0,0
3421,700,6.55,0,4,16,1,0,8,64,1,1,1,1,0
3422,350,5.86,0,4,16,1,0,8,64,0,1,1,0,0
3423,400,5.99,0,5,16,1,0,8,64,0,1,1,0,0
3424,350,5.86,0,5,16,1,0,8,64,0,1,1,0,1
3425,450,6.11,0,5,16,1,0,8,64,0,1,1,0,0
3426,350,5.86,1,5,16,1,0,5.6,31.36,0,1,0,0,0
3427,250,5.52,1,4,16,1,0,5.6,31.36,0,0,1,0,0
3428,300,5.70,0,5,16,1,0,8,64,0,0,1,0,0
3429,400,5.99,0,4,16,1,0,8,64,0,1,0,0,0
3430,300,5.70,1,5,16,1,0,5.6,31.36,0,1,1,0,0
3431,300,5.70,0,4,16,1,0,8,64,0,0,1,0,0
3432,550,6.31,0,4,16,1,0,8,64,1,1,1,1,0
3433,300,5.70,0,4,16,1,0,8,64,0,0,0,0,0
3434,350,5.86,0,4,16,1,0,8,64,0,1,1,0,0
3435,400,5.99,1,4,16,1,0,5.6,31.36,0,1,1,0,0
3436,400,5.99,0,5,16,1,0,8,64,0,1,1,0,1
3437,300,5.70,0,4,16,1,0,8,64,0,0,1,0,0
3438,400,5.99,0,5,16,1,0,8,64,0,1,1,0,0
3439,450,6.11,0,4,16,1,0,8,64,0,1,1,0,0
3440,400,5.99,0,5,16,1,0,8,64,0,1,1,0,0
3441,500,6.21,0,4,16,1,0,8,64,1,1,1,1,0
3442,750,6.62,0,4,16,1,0,8,64,1,1,1,1,0
3443,300,5.70,0,5,16,1,0,8,64,0,0,1,0,0
3444,450,6.11,0,5,16,1,0,8,64,0,1,1,0,0
3445,500,6.21,0,5,16,1,0,8,64,1,1,1,1,0
3446,350,5.86,0,5,16,1,0,8,64,0,1,1,0,0
3447,350,5.86,0,4,16,1,0,8,64,0,1,1,0,0
3448,550,6.31,0,5,16,1,0,8,64,1,1,1,1,0
3449,700,6.55,0,4,16,1,0,8,64,1,1,1,1,0
3450,600,6.40,0,4,16,1,0,8,64,1,1,1,1,0
3451,100,4.61,1,4,16,1,0,6.3,39.69,0,0,0,0,1
3452,150,5.01,1,5,16,1,0,6.3,39.69,0,0,1,0,0
3453,250,5.52,1,4,16,1,0,6.3,39.69,0,0,1,0,0
3454,250,5.52,1,5,16,1,0,6.3,39.69,0,0,1,0,0
3455,200,5.30,1,4,16,1,0,6.3,39.69,0,0,1,0,0
3456,200,5.30,1,5,16,1,0,6.3,39.69,0,0,0,0,0
3457,100,4.61,1,4,16,1,0,6.3,39.69,0,0,0,0,0
3458,150,5.01,1,4,16,1,0,6.3,39.69,0,0,1,0,1
3459,506.25,6.23,0,4,16,1,0,9,81,1,1,1,1,0
3460,125,4.83,0,5,16,1,0,9,81,0,0,1,0,0
3461,250,5.52,0,5,16,1,0,9,81,0,0,1,0,0
3462,50,3.91,0,4,16,1,0,9,81,0,0,1,0,1
3463,300,5.70,0,4,16,1,0,9,81,0,0,0,0,0
3464,300,5.70,0,5,16,1,0,9,81,0,0,0,0,0
3465,200,5.30,1,5,16,1,0,6.3,39.69,0,0,1,0,1
3466,250,5.52,0,4,16,1,0,9,81,0,0,0,0,0
3467,300,5.70,0,4,16,1,0,9,81,0,0,1,0,0
3468,250,5.52,0,5,16,1,0,9,81,0,0,1,0,0
3469,100,4.61,1,5,16,1,0,6.3,39.69,0,0,1,0,1
3470,100,4.61,1,5,16,1,0,6.3,39.69,0,0,1,0,0
3471,100,4.61,1,5,16,1,0,6.3,39.69,0,0,1,0,0
3472,150,5.01,1,5,16,1,0,6.3,39.69,0,0,0,0,0
3473,400,5.99,0,5,16,1,0,9,81,0,1,1,0,0
3474,300,5.70,0,5,16,1,0,9,81,0,0,0,0,0
3475,200,5.30,0,5,16,1,0,9,81,0,0,1,0,0
3476,350,5.86,1,4,16,1,0,6.3,39.69,0,1,0,0,0
3477,250,5.52,1,4,16,1,0,6.3,39.69,0,0,1,0,0
3478,350,5.86,0,5,16,1,0,9,81,0,1,1,0,0
3479,300,5.70,0,4,16,1,0,9,81,0,0,1,0,0
3480,350,5.86,0,4,16,1,0,9,81,0,1,1,0,0
3481,350,5.86,0,5,16,1,0,9,81,0,1,1,0,0
3482,250,5.52,0,5,16,1,0,9,81,0,0,1,0,0
3483,350,5.86,1,5,16,1,0,6.3,39.69,0,1,1,0,0
3484,350,5.86,0,5,16,1,0,9,81,0,1,0,0,0
3485,300,5.70,1,5,16,1,0,6.3,39.69,0,1,1,0,0
3486,300,5.70,1,5,16,1,0,6.3,39.69,0,1,1,0,0
3487,400,5.99,0,5,16,1,0,9,81,0,1,0,0,0
3488,150,5.01,1,4,16,1,0,6.3,39.69,0,0,1,0,0
3489,300,5.70,0,4,16,1,0,9,81,0,0,1,0,0
3490,300,5.70,0,5,16,1,0,9,81,0,0,1,0,0
3491,300,5.70,0,5,16,1,0,9,81,0,0,1,0,0
3492,300,5.70,0,5,16,1,0,9,81,0,0,1,0,0
3493,300,5.70,0,4,16,1,0,9,81,0,0,1,0,0
3494,400,5.99,0,4,16,1,0,9,81,0,1,1,0,0
3495,250,5.52,1,5,16,1,0,6.3,39.69,0,0,1,0,0
3496,400,5.99,0,4,16,1,0,9,81,0,1,1,0,0
3497,350,5.86,0,4,16,1,0,9,81,0,1,1,0,0
3498,350,5.86,0,4,16,1,0,9,81,0,1,0,0,0
3499,300,5.70,0,5,16,1,0,9,81,0,0,1,0,1
3500,350,5.86,0,4,16,1,0,9,81,0,1,0,0,1
3501,350,5.86,1,4,16,1,0,6.3,39.69,0,1,0,0,0
3502,450,6.11,0,4,16,1,0,9,81,0,1,1,0,1
3503,200,5.30,1,5,16,1,0,6.3,39.69,0,0,1,0,0
3504,350,5.86,1,5,16,1,0,6.3,39.69,0,1,1,0,0
3505,250,5.52,1,5,16,1,0,6.3,39.69,0,0,1,0,0
3506,200,5.30,0,5,16,1,0,9,81,0,0,0,0,0
3507,350,5.86,0,4,16,1,0,9,81,0,1,1,0,0
3508,300,5.70,0,4,16,1,0,9,81,0,0,0,0,0
3509,450,6.11,0,4,16,1,0,9,81,0,1,0,0,0
3510,450,6.11,0,5,16,1,0,9,81,0,1,1,1,0
3511,400,5.99,0,4,16,1,0,9,81,0,1,1,0,0
3512,250,5.52,1,4,16,1,0,6.3,39.69,0,0,1,0,1
3513,700,6.55,0,5,16,1,0,9,81,1,1,1,1,0
3514,250,5.52,0,5,16,1,0,9,81,0,0,1,0,0
3515,350,5.86,0,5,16,1,0,9,81,0,1,1,0,1
3516,450,6.11,1,4,16,1,0,6.3,39.69,0,1,1,0,0
3517,250,5.52,1,4,16,1,0,6.3,39.69,0,0,0,0,0
3518,500,6.21,0,5,16,1,0,9,81,1,1,1,1,0
3519,350,5.86,0,5,16,1,0,9,81,0,1,1,0,0
3520,500,6.21,0,5,16,1,0,9,81,1,1,1,1,0
3521,250,5.52,0,4,16,1,0,9,81,0,0,0,0,0
3522,400,5.99,0,5,16,1,0,9,81,0,1,1,0,0
3523,450,6.11,0,5,16,1,0,9,81,0,1,0,0,0
3524,450,6.11,0,4,16,1,0,9,81,0,1,0,0,0
3525,500,6.21,0,4,16,1,0,9,81,1,1,1,0,0
3526,400,5.99,0,5,16,1,0,9,81,0,1,1,0,1
3527,500,6.21,0,5,16,1,0,9,81,1,1,1,1,0
3528,650,6.48,0,5,16,1,0,9,81,1,1,1,1,0
3529,350,5.86,0,5,16,1,0,10,100,0,1,1,0,0
3530,25,3.22,0,4,16,1,0,10,100,0,0,1,0,1
3531,6.25,1.83,1,4,16,1,0,7,49,0,0,0,0,1
3532,6.25,1.83,1,4,16,1,0,7,49,0,0,1,0,1
3533,100,4.61,0,5,16,1,0,10,100,0,0,1,0,1
3534,100,4.61,1,5,16,1,0,7,49,0,0,0,0,0
3535,200,5.30,0,4,16,1,0,10,100,0,0,1,0,0
3536,256.25,5.55,1,5,16,1,0,7,49,0,1,1,0,0
3537,206.25,5.33,1,5,16,1,0,7,49,0,0,1,0,1
3538,25,3.22,1,5,16,1,0,7,49,0,0,1,0,1
3539,375,5.93,0,4,16,1,0,10,100,0,1,1,0,0
3540,375,5.93,0,4,16,1,0,10,100,0,1,1,0,0
3541,300,5.70,1,5,16,1,0,7,49,0,1,1,0,0
3542,200,5.30,1,4,16,1,0,7,49,0,0,1,0,0
3543,300,5.70,0,4,16,1,0,10,100,0,0,0,0,0
3544,250,5.52,0,4,16,1,0,10,100,0,0,0,0,0
3545,300,5.70,1,4,16,1,0,7,49,0,1,1,0,0
3546,150,5.01,0,4,16,1,0,10,100,0,0,0,0,0
3547,100,4.61,1,5,16,1,0,7,49,0,0,1,0,0
3548,300,5.70,0,4,16,1,0,10,100,0,0,1,0,0
3549,100,4.61,1,5,16,1,0,7,49,0,0,1,0,1
3550,300,5.70,1,4,16,1,0,7,49,0,1,1,0,0
3551,200,5.30,0,5,16,1,0,10,100,0,0,0,0,0
3552,350,5.86,0,5,16,1,0,10,100,0,1,1,0,0
3553,150,5.01,1,4,16,1,0,7,49,0,0,0,0,0
3554,350,5.86,1,4,16,1,0,7,49,0,1,1,0,0
3555,200,5.30,0,5,16,1,0,10,100,0,0,1,0,0
3556,400,5.99,0,5,16,1,0,10,100,0,1,0,0,0
3557,150,5.01,1,4,16,1,0,7,49,0,0,0,0,1
3558,300,5.70,1,4,16,1,0,7,49,0,1,1,0,0
3559,550,6.31,0,4,16,1,0,10,100,1,1,1,1,0
3560,450,6.11,0,5,16,1,0,10,100,0,1,1,1,0
3561,350,5.86,0,5,16,1,0,10,100,0,1,1,0,0
3562,250,5.52,1,4,16,1,0,7,49,0,0,0,0,0
3563,300,5.70,1,4,16,1,0,7,49,0,1,1,0,0
3564,225,5.42,1,5,16,1,0,7,49,0,0,1,0,0
3565,350,5.86,1,5,16,1,0,7,49,0,1,1,0,0
3566,400,5.99,0,5,16,1,0,10,100,0,1,0,0,0
3567,400,5.99,1,5,16,1,0,7,49,0,1,1,0,0
3568,550,6.31,0,4,16,1,0,10,100,1,1,1,1,0
3569,200,5.30,1,5,16,1,0,7,49,0,0,1,0,1
3570,400,5.99,0,5,16,1,0,10,100,0,1,1,0,0
3571,200,5.30,0,4,16,1,0,10,100,0,0,1,0,1
3572,400,5.99,0,5,16,1,0,10,100,0,1,1,0,0
3573,450,6.11,0,4,16,1,0,10,100,0,1,1,0,0
3574,400,5.99,0,4,16,1,0,10,100,0,1,1,0,0
3575,350,5.86,0,5,16,1,0,10,100,0,1,1,0,0
3576,250,5.52,1,4,16,1,0,7,49,0,0,1,0,0
3577,500,6.21,0,5,16,1,0,10,100,1,1,1,1,0
3578,300,5.70,1,5,16,1,0,7,49,0,1,0,0,0
3579,250,5.52,0,5,16,1,0,10,100,0,0,1,0,1
3580,350,5.86,0,5,16,1,0,10,100,0,1,1,0,0
3581,250,5.52,0,4,16,1,0,10,100,0,0,0,0,1
3582,400,5.99,1,5,16,1,0,7,49,0,1,1,0,0
3583,450,6.11,0,4,16,1,0,10,100,0,1,1,0,0
3584,450,6.11,0,4,16,1,0,10,100,0,1,1,0,0
3585,600,6.40,0,5,16,1,0,10,100,1,1,1,1,0
3586,600,6.40,0,4,16,1,0,10,100,1,1,1,1,0
3587,450,6.11,0,4,16,1,0,10,100,0,1,1,0,0
3588,450,6.11,0,4,16,1,0,10,100,0,1,0,0,0
3589,600,6.40,0,4,16,1,0,10,100,1,1,1,1,0
3590,450,6.11,0,4,16,1,0,10,100,0,1,1,0,0
3591,350,5.86,0,4,16,1,0,10,100,0,1,1,0,0
3592,200,5.30,0,5,16,1,0,11,121,0,0,1,0,0
3593,350,5.86,0,4,16,1,0,11,121,0,1,1,0,0
3594,200,5.30,1,5,16,1,0,7.7,59.29,0,0,1,0,1
3595,200,5.30,1,5,16,1,0,7.7,59.29,0,0,0,0,0
3596,350,5.86,0,5,16,1,0,11,121,0,1,1,0,0
3597,356.25,5.88,0,4,16,1,0,11,121,0,1,1,0,0
3598,206.25,5.33,1,5,16,1,0,7.7,59.29,0,0,1,0,0
3599,375,5.93,0,4,16,1,0,11,121,0,1,1,0,0
3600,275,5.62,0,5,16,1,0,11,121,0,0,1,0,0
3601,225,5.42,1,5,16,1,0,7.7,59.29,0,0,1,0,0
3602,56.25,4.03,1,4,16,1,0,7.7,59.29,0,0,0,0,1
3603,300,5.70,1,4,16,1,0,7.7,59.29,0,1,1,0,0
3604,350,5.86,0,5,16,1,0,11,121,0,1,1,0,1
3605,350,5.86,0,5,16,1,0,11,121,0,1,1,0,1
3606,200,5.30,1,5,16,1,0,7.7,59.29,0,0,0,0,0
3607,100,4.61,1,5,16,1,0,7.7,59.29,0,0,1,0,0
3608,106.25,4.67,1,4,16,1,0,7.7,59.29,0,0,0,0,0
3609,400,5.99,0,5,16,1,0,11,121,0,1,1,0,0
3610,300,5.70,0,5,16,1,0,11,121,0,0,1,0,0
3611,300,5.70,0,5,16,1,0,11,121,0,0,0,0,0
3612,350,5.86,0,4,16,1,0,11,121,0,1,1,0,1
3613,500,6.21,0,5,16,1,0,11,121,1,1,1,1,0
3614,250,5.52,1,5,16,1,0,7.7,59.29,0,0,1,0,0
3615,150,5.01,0,5,16,1,0,11,121,0,0,0,0,0
3616,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3617,156.25,5.05,1,4,16,1,0,7.7,59.29,0,0,1,0,1
3618,500,6.21,0,4,16,1,0,11,121,1,1,1,1,0
3619,300,5.70,0,4,16,1,0,11,121,0,0,1,0,0
3620,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3621,400,5.99,0,5,16,1,0,11,121,0,1,0,0,0
3622,1150,7.05,0,4,16,1,0,11,121,1,1,1,1,0
3623,250,5.52,0,5,16,1,0,11,121,0,0,1,0,1
